y,x1,x2,x3,x4,x5
1,0.927441640480118,1.72318792186896,1.04472290859534,1.12909540058003,0.727771119301146
1,0.544532248710589,0.128975146260713,-0.516274254494724,-0.0604655702249203,-0.160858185293945
1,1.1937445978723,0.761448837469028,0.554368182790614,1.39631778752344,0.636601950293988
0,2.53132823571664,2.82033737627823,1.63152691019597,2.58648699380323,3.46917894982771
1,0.900972661810898,0.898633952996299,1.2037543236432,1.98301742698176,2.6118045700043
1,0.456153068403768,-0.349451013392296,-0.579540493342244,-0.0889540465238788,0.486411648885781
0,1.4115812062163,2.30814254135789,1.05606138567003,1.1044421198876,0.879882765541219
0,1.38399074343227,0.392326402294064,1.77425454414365,2.40860109313808,2.07657642983503
1,0.189117622318433,1.08214187517716,0.406706750863261,1.06338123263232,1.52487304963473
1,0.849915100941778,0.310476377388135,0.852326221087324,0.501815228546007,0.0822782845145687
1,-0.774312274502745,-0.7297251712356,0.335389629500264,-0.546817252535389,-0.894383487759875
0,-0.43994062660901,-0.15378374963073,-0.850424737478961,-1.13320268180171,-0.548704662172202
0,-1.43428053951491,-0.30654391527718,-0.839769450164864,-1.31583209313601,-1.04211270067431
1,1.16426285929263,1.63962736459088,1.21940118508926,0.884693496718497,1.05739942711879
1,1.38150718122629,1.19360911401222,0.314879241327236,0.813261900716872,0.81510245220403
1,0.449744533492624,-0.85289492721078,0.289558000199268,1.33200689370144,2.15133633950531
1,0.815569422018271,0.568028417618765,1.37331721868245,1.14951734610273,0.522044138565923
1,-0.294779953787802,-0.773874417635049,0.4591272268591,0.120647097758164,0.484858798658215
0,-1.6941131862958,-1.48121810877919,-1.69044294782585,-1.98366300047829,-2.09866292903446
0,-0.490568092086183,-2.41904768630051,-0.562016223935276,-0.410182447024982,0.147247590405508
0,-2.32202499788438,-0.0811006372100663,-2.98793950413737,-3.49264834036043,-3.44100516479086
1,-0.794915308668202,-0.493421522654694,-0.872149899987781,-0.55980460692796,0.561689470509434
0,-1.20181378109304,-0.865582835079169,-0.914078850066269,-1.1387132702458,-1.7932305091553
1,0.0186894703538529,-0.803779906368648,0.230035691649026,0.286178891568167,0.908976222046173
0,-2.35294712592965,-0.891673024151356,-1.82337200045972,-2.33808527520938,-1.76472695528121
1,0.0158597336328705,-0.546748021112509,-0.011062368761984,-0.31198414070238,-0.545885180212654
1,-0.315833821581773,0.182251784766024,-0.784114624536043,-1.04110122802495,-0.708938325668509
1,-1.0539684646232,-1.18256300966177,-0.738250620798602,-1.09281163592568,-0.49989910493712
0,-2.83186523544565,-1.6742010983534,-1.42238178216705,-2.72184324748053,-2.91368034710202
0,1.82634412474505,1.20670932557561,1.40459054826838,1.6955021210303,1.86232803910828
1,-0.98544097893063,-1.06217371686624,-0.0131141573494254,0.142689578006119,0.637253734994641
